order_id,order_placed_at,restaurant_id,courier_id,delivery_neighborhood,basket_value_euros,delivery_fee_euros,commission_euros,prep_time_minutes,courier_wait_minutes,travel_time_minutes,is_raining,order_status
GLV_001187,2026-06-04 16:39:00,REST_028,COUR_113,Gràcia,23.35,3.85,5.14,22,8,12,0,Delivered
GLV_001188,2026-06-04 15:55:00,REST_005,COUR_039,Eixample,43.73,1.82,9.62,24,3,20,1,Delivered
GLV_001189,2026-06-04 19:52:00,REST_034,COUR_040,Gòtic,28.25,3.13,6.21,29,15,15,0,Delivered
GLV_001190,2026-06-07 14:54:00,REST_017,COUR_082,Sarrià,17.04,2.26,3.75,24,14,16,0,Delivered
GLV_001191,2026-06-05 17:23:00,REST_035,COUR_095,Poblenou,45.95,4.07,10.11,18,5,10,0,Delivered
GLV_001192,2026-06-03 19:03:00,REST_015,COUR_060,Gràcia,60.67,2.6,13.35,28,14,12,0,Delivered
GLV_001193,2026-06-03 11:49:00,REST_044,COUR_130,Sants,55.36,3.95,12.18,26,1,10,0,Delivered
GLV_001194,2026-06-01 12:07:00,REST_011,COUR_100,Poblenou,51.06,1.87,11.23,11,6,20,0,Delivered
GLV_001195,2026-06-07 07:31:00,REST_013,COUR_115,Sarrià,24.41,3.39,5.37,23,-2,17,0,Delivered
GLV_001196,2026-06-01 12:52:00,REST_020,COUR_123,Gràcia,39.34,2.65,8.65,17,2,9,0,Delivered
GLV_001197,2026-06-03 08:32:00,REST_032,COUR_004,Sarrià,48.18,2.85,10.6,28,0,20,0,Delivered
GLV_001198,2026-06-01 08:41:00,REST_012,COUR_063,Sants,14.84,1.69,3.26,24,6,20,0,Delivered
GLV_001199,2026-06-02 19:15:00,REST_046,COUR_132,Eixample,64.91,2.42,14.28,24,7,19,1,Delivered
GLV_001200,2026-06-04 12:32:00,REST_008,COUR_053,Sarrià,30.27,4.42,6.66,19,3,8,0,Delivered
GLV_001201,2026-06-01 07:17:00,REST_041,COUR_050,Gòtic,46.38,3.99,10.2,14,-1,8,0,Delivered
GLV_001202,2026-06-03 13:33:00,REST_016,COUR_120,Sarrià,30.37,1.63,6.68,25,-1,14,0,Delivered
GLV_001203,2026-06-06 15:02:00,REST_013,COUR_136,Poblenou,63.4,4.11,13.95,23,9,12,0,Delivered
GLV_001204,2026-06-01 22:34:00,REST_030,COUR_012,Poblenou,21.13,3.98,4.65,28,1,18,0,Delivered
GLV_001205,2026-06-03 02:43:00,REST_022,COUR_099,Gòtic,27.51,3.7,6.05,17,1,11,0,Delivered
GLV_001206,2026-06-04 20:41:00,REST_007,COUR_050,Gràcia,35.41,2.03,7.79,29,6,15,1,Delivered
GLV_001207,2026-06-07 13:11:00,REST_007,COUR_124,Eixample,23.52,3.94,5.17,26,4,8,0,Delivered
GLV_001208,2026-06-04 12:36:00,REST_019,COUR_117,Gràcia,18.16,1.54,4.0,18,3,11,0,Delivered
GLV_001209,2026-06-04 19:06:00,REST_017,COUR_055,Poblenou,31.85,1.97,7.01,22,10,20,0,Delivered
GLV_001210,2026-06-05 20:31:00,REST_043,COUR_061,Sants,52.76,2.89,11.61,26,5,14,0,Delivered
GLV_001211,2026-06-01 09:27:00,REST_043,COUR_077,Sarrià,44.51,2.73,9.79,16,0,8,0,Delivered
GLV_001212,2026-06-04 22:29:00,REST_027,COUR_017,Eixample,49.67,2.89,10.93,28,6,12,1,Delivered
GLV_001213,2026-06-02 15:39:00,REST_049,COUR_078,Eixample,55.18,2.49,12.14,15,7,17,0,Delivered
GLV_001214,2026-06-07 08:40:00,REST_037,COUR_128,Gòtic,62.42,2.63,13.73,27,10,19,0,Delivered
GLV_001215,2026-06-06 13:57:00,REST_012,COUR_121,Sants,60.67,2.39,13.35,34,4,13,0,Delivered
GLV_001216,2026-06-05 19:37:00,REST_001,COUR_060,Gòtic,30.29,3.96,6.66,39,6,16,0,Delivered
GLV_001217,2026-06-06 18:17:00,REST_030,COUR_103,Sants,31.96,2.06,7.03,19,6,23,1,Delivered
GLV_001218,2026-06-04 18:29:00,REST_031,COUR_003,Eixample,18.03,3.88,3.97,30,0,10,0,Delivered
GLV_001219,2026-06-03 06:50:00,REST_020,COUR_069,Poblenou,39.72,2.83,8.74,14,1,9,0,Delivered
GLV_001220,2026-06-06 12:03:00,REST_045,COUR_016,Poblenou,15.14,1.91,3.33,14,6,16,0,Delivered
GLV_001221,2026-06-04 18:01:00,REST_007,COUR_098,Sants,63.57,2.2,13.99,24,11,14,0,Delivered
GLV_001222,2026-06-02 14:45:00,REST_047,COUR_135,Gòtic,50.5,1.86,11.11,29,11,10,0,Delivered
GLV_001223,2026-06-05 07:41:00,REST_008,COUR_010,Sants,35.93,2.69,7.9,19,3,20,0,Delivered
GLV_001224,2026-06-03 12:18:00,REST_011,COUR_059,Sants,24.01,1.73,5.28,14,5,30,1,Delivered
GLV_001225,2026-06-02 11:15:00,REST_049,COUR_135,Eixample,58.45,2.13,12.86,20,9,20,0,Delivered
GLV_001226,2026-06-04 00:10:00,REST_016,COUR_109,Gràcia,62.73,1.77,13.8,17,6,15,0,Delivered
GLV_001227,2026-06-07 02:02:00,REST_028,COUR_030,Gràcia,58.75,4.29,12.93,20,2,9,0,Delivered
GLV_001228,2026-06-06 20:06:00,REST_014,COUR_075,Gràcia,14.63,4.28,3.22,35,8,16,0,Delivered
GLV_001229,2026-06-06 13:38:00,REST_041,COUR_059,Sarrià,33.89,3.09,7.46,14,9,12,0,Delivered
GLV_001230,2026-06-01 21:19:00,REST_029,COUR_111,Gòtic,54.74,3.25,12.04,25,6,26,1,Delivered
GLV_001231,2026-06-07 10:57:00,REST_030,COUR_002,Sants,59.29,4.31,13.04,23,1,18,0,Delivered
GLV_001232,2026-06-02 13:04:00,REST_031,COUR_036,Gràcia,19.13,3.44,4.21,35,12,10,0,Delivered
GLV_001233,2026-06-03 09:43:00,REST_027,COUR_092,Sants,17.9,3.49,3.94,20,-2,18,0,Delivered
GLV_001234,2026-06-02 12:33:00,REST_043,COUR_040,Poblenou,57.86,2.95,12.73,21,0,10,0,Delivered
GLV_001235,2026-06-05 20:54:00,REST_026,COUR_136,Gràcia,31.83,1.72,7.0,25,4,18,0,Delivered
GLV_001236,2026-06-01 19:07:00,REST_009,COUR_147,Gràcia,39.39,4.42,8.67,35,10,16,0,Delivered
GLV_001237,2026-06-03 18:00:00,REST_004,COUR_109,Poblenou,41.79,3.53,9.19,22,7,20,0,Delivered
GLV_001238,2026-06-01 08:48:00,REST_040,COUR_031,Gòtic,47.89,2.2,10.54,25,5,19,0,Delivered
GLV_001239,2026-06-04 19:48:00,REST_010,COUR_048,Sants,33.28,2.29,7.32,31,12,14,0,Delivered
GLV_001240,2026-06-05 07:14:00,REST_036,COUR_113,Gràcia,36.52,3.34,8.03,28,4,21,0,Delivered
GLV_001241,2026-06-01 10:48:00,REST_023,COUR_003,Gràcia,40.89,2.12,9.0,19,6,16,0,Delivered
GLV_001242,2026-06-03 18:07:00,REST_009,COUR_120,Eixample,42.31,3.45,9.31,23,4,12,0,Delivered
GLV_001243,2026-06-07 21:00:00,REST_034,COUR_030,Gràcia,58.63,3.97,12.9,26,10,17,0,Delivered
GLV_001244,2026-06-04 09:44:00,REST_036,COUR_047,Gòtic,40.57,2.04,8.93,26,1,26,1,Delivered
GLV_001245,2026-06-06 15:47:00,REST_015,COUR_077,Poblenou,54.05,4.43,11.89,21,4,14,0,Delivered
GLV_001246,2026-06-04 13:57:00,REST_005,COUR_123,Gràcia,13.83,3.91,3.04,30,7,15,0,Delivered
GLV_001247,2026-06-02 07:05:00,REST_035,COUR_096,Sarrià,31.57,3.85,6.95,13,2,12,0,Delivered
GLV_001248,2026-06-02 21:46:00,REST_046,COUR_026,Eixample,29.61,2.75,6.51,24,3,14,1,Delivered
GLV_001249,2026-06-05 18:20:00,REST_040,COUR_049,Gràcia,12.63,2.62,2.78,27,2,13,0,Delivered
GLV_001250,2026-06-03 08:04:00,REST_025,COUR_002,Sarrià,49.99,2.13,11.0,10,6,20,1,Delivered
GLV_001251,2026-06-05 09:15:00,REST_030,COUR_079,Sarrià,26.84,4.07,5.9,22,3,20,0,Delivered
GLV_001252,2026-06-05 18:16:00,REST_047,COUR_127,Poblenou,18.11,3.3,3.98,25,5,14,0,Delivered
GLV_001253,2026-06-02 09:50:00,REST_001,COUR_010,Sarrià,47.36,3.18,10.42,25,6,10,0,Delivered
GLV_001254,2026-06-05 14:20:00,REST_024,COUR_108,Poblenou,33.51,3.74,7.37,28,8,18,0,Delivered
GLV_001255,2026-06-07 17:57:00,REST_007,COUR_131,Gràcia,49.22,3.77,10.83,22,-1,17,1,Delivered
GLV_001256,2026-06-01 07:02:00,REST_001,COUR_068,Gòtic,60.46,4.3,13.3,25,6,11,0,Delivered
GLV_001257,2026-06-03 13:50:00,REST_013,COUR_022,Eixample,33.71,1.93,7.42,30,10,16,0,Delivered
GLV_001258,2026-06-07 20:03:00,REST_046,COUR_020,Gòtic,64.59,2.33,14.21,25,7,20,0,Delivered
GLV_001259,2026-06-01 19:03:00,REST_004,COUR_090,Eixample,31.66,2.1,6.97,16,16,17,0,Delivered
GLV_001260,2026-06-02 18:13:00,REST_014,COUR_146,Sants,56.62,3.64,12.46,32,9,16,0,Delivered
GLV_001261,2026-06-03 08:06:00,REST_032,COUR_063,Sants,38.39,3.34,8.45,30,6,8,0,Delivered
GLV_001262,2026-06-06 09:37:00,REST_016,COUR_020,Sarrià,16.94,2.12,3.73,14,7,9,0,Delivered
GLV_001263,2026-06-03 21:30:00,REST_020,COUR_040,Eixample,26.28,2.84,5.78,8,3,17,0,Delivered
GLV_001264,2026-06-01 08:51:00,REST_005,COUR_145,Poblenou,24.67,4.2,5.43,24,4,18,0,Delivered
GLV_001265,2026-06-02 16:37:00,REST_003,COUR_043,Sarrià,52.67,3.52,11.59,15,1,10,0,Delivered
GLV_001266,2026-06-05 08:19:00,REST_021,COUR_135,Poblenou,54.49,3.44,11.99,19,6,14,0,Delivered
GLV_001267,2026-06-07 17:28:00,REST_036,COUR_076,Gràcia,18.87,3.43,4.15,22,1,19,1,Delivered
GLV_001268,2026-06-05 08:09:00,REST_039,COUR_009,Sarrià,46.61,2.55,10.25,25,5,10,0,Delivered
GLV_001269,2026-06-05 19:11:00,REST_036,COUR_025,Poblenou,31.44,4.01,6.92,31,4,8,0,Delivered
GLV_001270,2026-06-01 11:03:00,REST_026,COUR_120,Eixample,25.52,3.75,5.61,20,5,17,0,Delivered
GLV_001271,2026-06-04 13:26:00,REST_018,COUR_115,Eixample,24.15,4.14,5.31,24,3,20,0,Delivered
GLV_001272,2026-06-04 22:45:00,REST_034,COUR_047,Gràcia,30.83,1.76,6.78,18,5,16,0,Delivered
GLV_001273,2026-06-06 14:20:00,REST_007,COUR_054,Sarrià,50.74,4.38,11.16,37,3,14,0,Delivered
GLV_001274,2026-06-03 18:18:00,REST_012,COUR_131,Sants,45.93,2.92,10.1,24,5,18,0,Delivered
GLV_001275,2026-06-06 19:06:00,REST_017,COUR_080,Sants,46.2,2.99,10.16,23,0,9,0,Delivered
GLV_001276,2026-06-05 19:52:00,REST_045,COUR_067,Poblenou,18.63,1.7,4.1,17,11,24,1,Delivered
GLV_001277,2026-06-04 08:40:00,REST_038,COUR_117,Sarrià,60.04,2.7,13.21,25,12,14,0,Delivered
GLV_001278,2026-06-07 07:52:00,REST_041,COUR_011,Sarrià,35.57,3.17,7.83,9,2,15,1,Delivered
GLV_001279,2026-06-02 19:45:00,REST_046,COUR_127,Sants,29.06,3.04,6.39,22,10,19,0,Delivered
GLV_001280,2026-06-07 17:19:00,REST_044,COUR_090,Sants,59.51,3.7,13.09,29,1,10,1,Delivered
GLV_001281,2026-06-03 11:28:00,REST_013,COUR_110,Gràcia,47.32,2.34,10.41,20,5,14,0,Delivered
GLV_001282,2026-06-03 16:34:00,REST_017,COUR_046,Eixample,23.75,4.34,5.22,18,2,14,0,Delivered
GLV_001283,2026-06-05 12:01:00,REST_022,COUR_057,Gòtic,51.96,2.19,11.43,15,2,19,0,Delivered
GLV_001284,2026-06-03 08:01:00,REST_012,COUR_108,Gràcia,53.12,3.5,11.69,28,5,11,0,Delivered
GLV_001285,2026-06-01 14:43:00,REST_050,COUR_022,Sarrià,29.86,2.36,6.57,12,9,21,0,Delivered
GLV_001286,2026-06-01 19:08:00,REST_022,COUR_038,Sarrià,51.44,4.05,11.32,13,12,17,0,Delivered
GLV_001287,2026-06-01 20:49:00,REST_017,COUR_030,Gòtic,59.27,1.66,13.04,21,6,21,1,Delivered
GLV_001288,2026-06-07 19:44:00,REST_008,COUR_044,Eixample,34.86,3.88,7.67,26,2,15,0,Delivered
GLV_001289,2026-06-06 12:36:00,REST_047,COUR_134,Sarrià,22.48,2.19,4.95,16,5,13,0,Delivered
GLV_001290,2026-06-05 14:17:00,REST_028,COUR_073,Sarrià,45.22,3.96,9.95,34,5,19,1,Delivered
GLV_001291,2026-06-03 08:46:00,REST_049,COUR_105,Poblenou,56.8,3.18,12.5,12,0,9,0,Delivered
GLV_001292,2026-06-06 15:15:00,REST_029,COUR_082,Sarrià,56.97,2.15,12.53,24,-2,8,0,Delivered
GLV_001293,2026-06-05 06:32:00,REST_005,COUR_063,Sarrià,56.91,3.71,12.52,19,6,9,0,Delivered
GLV_001294,2026-06-04 08:29:00,REST_006,COUR_113,Gràcia,31.26,3.94,6.88,12,2,22,1,Delivered
GLV_001295,2026-06-03 09:06:00,REST_012,COUR_141,Sarrià,37.92,3.79,8.34,27,-1,18,1,Delivered
GLV_001296,2026-06-01 19:30:00,REST_038,COUR_057,Poblenou,47.32,2.48,10.41,31,6,11,0,Delivered
GLV_001297,2026-06-02 18:30:00,REST_019,COUR_027,Gòtic,23.87,3.45,5.25,23,1,13,0,Delivered
GLV_001298,2026-06-03 08:09:00,REST_035,COUR_113,Sarrià,22.8,1.96,5.02,19,8,10,0,Delivered
GLV_001299,2026-06-01 14:03:00,REST_027,COUR_011,Gòtic,58.76,4.48,12.93,30,9,13,0,Delivered
GLV_001300,2026-06-06 14:50:00,REST_039,COUR_002,Sants,12.64,2.33,2.78,22,7,8,0,Delivered
GLV_001301,2026-06-04 19:11:00,REST_028,COUR_068,Sants,52.78,1.92,11.61,24,3,20,0,Delivered
GLV_001302,2026-06-04 09:20:00,REST_002,COUR_004,Eixample,32.56,1.56,7.16,18,3,19,0,Delivered
GLV_001303,2026-06-03 17:20:00,REST_038,COUR_011,Sants,20.05,1.55,4.41,29,8,11,0,Delivered
GLV_001304,2026-06-04 19:45:00,REST_008,COUR_006,Gràcia,37.21,3.84,8.19,27,9,21,0,Delivered
GLV_001305,2026-06-03 11:47:00,REST_010,COUR_047,Eixample,36.11,2.52,7.94,26,8,12,0,Delivered
GLV_001306,2026-06-02 14:08:00,REST_040,COUR_139,Poblenou,25.27,1.65,5.56,29,6,12,0,Delivered
GLV_001307,2026-06-05 07:50:00,REST_021,COUR_031,Sarrià,16.14,4.06,3.55,24,-2,10,0,Delivered
GLV_001308,2026-06-05 12:59:00,REST_027,COUR_093,Poblenou,40.57,2.11,8.93,27,2,18,0,Delivered
GLV_001309,2026-06-01 18:44:00,REST_010,COUR_062,Poblenou,57.83,1.51,12.72,23,1,16,0,Delivered
GLV_001310,2026-06-04 21:12:00,REST_004,COUR_086,Sants,39.62,4.37,8.72,22,9,9,0,Delivered
GLV_001311,2026-06-06 23:53:00,REST_015,COUR_119,Poblenou,26.49,3.28,5.83,25,9,15,0,Delivered
GLV_001312,2026-06-07 01:53:00,REST_010,COUR_087,Poblenou,64.69,2.2,14.23,22,7,16,1,Delivered
GLV_001313,2026-06-05 11:50:00,REST_047,COUR_123,Sarrià,12.88,3.56,2.83,21,1,21,0,Delivered
GLV_001314,2026-06-05 12:22:00,REST_009,COUR_039,Eixample,0.0,0.0,0.0,28,0,0,0,Cancelled
GLV_001315,2026-06-04 10:00:00,REST_022,COUR_125,Sants,35.67,2.2,7.85,14,4,18,0,Delivered
GLV_001316,2026-06-06 15:25:00,REST_015,COUR_024,Sarrià,29.57,4.14,6.51,27,4,26,1,Delivered
GLV_001317,2026-06-02 14:38:00,REST_008,COUR_145,Eixample,15.26,3.81,3.36,29,10,20,0,Delivered
GLV_001318,2026-06-02 13:26:00,REST_005,COUR_048,Poblenou,57.99,2.59,12.76,22,12,15,0,Delivered
GLV_001319,2026-06-04 18:30:00,REST_036,COUR_114,Gràcia,38.54,2.08,8.48,27,7,9,0,Delivered
GLV_001320,2026-06-05 07:08:00,REST_029,COUR_069,Gòtic,39.3,3.58,8.65,27,9,16,0,Delivered
GLV_001321,2026-06-07 21:30:00,REST_036,COUR_128,Gòtic,21.38,3.92,4.7,21,2,19,0,Delivered
GLV_001322,2026-06-07 17:50:00,REST_001,COUR_128,Sarrià,64.64,3.39,14.22,28,2,19,0,Delivered
GLV_001323,2026-06-04 08:18:00,REST_049,COUR_026,Poblenou,61.25,4.11,13.47,21,3,21,1,Delivered
GLV_001324,2026-06-02 23:40:00,REST_044,COUR_053,Sants,20.6,4.24,4.53,19,0,15,0,Delivered
GLV_001325,2026-06-01 12:20:00,REST_016,COUR_081,Eixample,34.15,1.74,7.51,19,5,20,0,Delivered
GLV_001326,2026-06-04 18:36:00,REST_048,COUR_145,Gràcia,20.95,4.25,4.61,12,5,18,0,Delivered
GLV_001327,2026-06-03 13:02:00,REST_029,COUR_039,Poblenou,20.83,2.2,4.58,29,15,11,0,Delivered
GLV_001328,2026-06-05 15:15:00,REST_033,COUR_029,Poblenou,13.63,2.81,3.0,17,6,13,0,Delivered
GLV_001329,2026-06-01 17:31:00,REST_036,COUR_140,Gràcia,42.18,2.09,9.28,21,6,20,1,Delivered
GLV_001330,2026-06-05 18:08:00,REST_011,COUR_133,Sants,14.7,1.96,3.23,13,1,15,0,Delivered
GLV_001331,2026-06-02 16:17:00,REST_050,COUR_145,Gòtic,62.07,2.47,13.66,14,6,14,1,Delivered
GLV_001332,2026-06-07 19:49:00,REST_024,COUR_100,Gràcia,0.0,0.0,0.0,27,0,0,1,Cancelled
GLV_001333,2026-06-06 18:29:00,REST_017,COUR_060,Gràcia,62.88,2.32,13.83,14,-1,14,0,Delivered
GLV_001334,2026-06-07 13:33:00,REST_019,COUR_069,Poblenou,16.74,2.19,3.68,25,8,10,0,Delivered
GLV_001335,2026-06-01 11:03:00,REST_028,COUR_013,Sarrià,57.29,3.42,12.6,20,6,9,0,Delivered
GLV_001336,2026-06-01 08:50:00,REST_039,COUR_010,Gràcia,23.67,3.3,5.21,24,3,17,0,Delivered
GLV_001337,2026-06-04 13:49:00,REST_019,COUR_010,Sants,16.95,2.85,3.73,25,6,21,1,Delivered
GLV_001338,2026-06-03 00:40:00,REST_001,COUR_031,Sants,21.34,1.94,4.69,21,0,19,0,Delivered
GLV_001339,2026-06-01 14:53:00,REST_020,COUR_013,Eixample,40.3,2.29,8.87,19,11,15,0,Delivered
GLV_001340,2026-06-03 15:11:00,REST_022,COUR_090,Gràcia,45.24,3.24,9.95,20,4,15,0,Delivered
GLV_001341,2026-06-02 08:31:00,REST_034,COUR_145,Poblenou,62.18,1.64,13.68,25,12,20,0,Delivered
GLV_001342,2026-06-02 20:36:00,REST_006,COUR_059,Sants,15.24,1.85,3.35,19,2,25,1,Delivered
GLV_001343,2026-06-01 13:32:00,REST_015,COUR_114,Gòtic,57.58,4.09,12.67,25,6,17,0,Delivered
GLV_001344,2026-06-02 08:12:00,REST_023,COUR_043,Gràcia,59.48,3.42,13.09,18,5,19,1,Delivered
GLV_001345,2026-06-01 18:44:00,REST_010,COUR_036,Poblenou,38.34,1.63,8.43,26,9,13,0,Delivered
GLV_001346,2026-06-06 18:54:00,REST_049,COUR_090,Gràcia,16.55,1.92,3.64,14,9,17,0,Delivered
GLV_001347,2026-06-06 09:06:00,REST_045,COUR_139,Gòtic,55.1,3.3,12.12,15,5,9,0,Delivered
GLV_001348,2026-06-07 16:39:00,REST_017,COUR_009,Gràcia,14.9,2.8,3.28,16,5,15,0,Delivered
GLV_001349,2026-06-05 12:54:00,REST_043,COUR_136,Gòtic,59.63,2.86,13.12,23,4,9,0,Delivered
GLV_001350,2026-06-06 05:50:00,REST_010,COUR_143,Gòtic,57.46,2.15,12.64,21,2,11,1,Delivered
GLV_001351,2026-06-04 19:16:00,REST_006,COUR_028,Gòtic,56.97,3.98,12.53,19,15,15,1,Delivered
GLV_001352,2026-06-03 21:46:00,REST_018,COUR_131,Sants,14.65,3.68,3.22,16,7,18,0,Delivered
GLV_001353,2026-06-03 19:55:00,REST_029,COUR_029,Gràcia,40.73,3.15,8.96,26,11,13,0,Delivered
GLV_001354,2026-06-02 19:58:00,REST_032,COUR_146,Poblenou,38.48,4.38,8.47,24,6,15,1,Delivered
GLV_001355,2026-06-02 02:02:00,REST_006,COUR_122,Eixample,34.9,2.81,7.68,14,0,18,0,Delivered
GLV_001356,2026-06-05 20:08:00,REST_045,COUR_055,Poblenou,30.93,3.56,6.8,15,6,9,0,Delivered
GLV_001357,2026-06-01 09:23:00,REST_005,COUR_020,Sants,46.59,3.23,10.25,21,3,16,0,Delivered
GLV_001358,2026-06-04 06:06:00,REST_029,COUR_148,Poblenou,38.57,2.74,8.49,28,5,8,1,Delivered
GLV_001359,2026-06-07 11:37:00,REST_025,COUR_027,Poblenou,17.12,2.85,3.77,14,1,21,0,Delivered
GLV_001360,2026-06-07 19:38:00,REST_002,COUR_150,Poblenou,15.06,2.07,3.31,20,13,13,1,Delivered
GLV_001361,2026-06-05 18:52:00,REST_030,COUR_004,Poblenou,0.0,0.0,0.0,25,0,0,0,Cancelled
GLV_001362,2026-06-06 12:02:00,REST_001,COUR_030,Poblenou,31.04,3.89,6.83,23,8,19,0,Delivered
GLV_001363,2026-06-06 09:29:00,REST_024,COUR_111,Sarrià,57.98,1.79,12.76,20,5,17,0,Delivered
GLV_001364,2026-06-06 09:06:00,REST_005,COUR_131,Gòtic,59.79,3.84,13.15,16,7,11,0,Delivered
GLV_001365,2026-06-06 20:14:00,REST_035,COUR_078,Sarrià,39.6,1.81,8.71,28,4,15,1,Delivered
GLV_001366,2026-06-07 08:25:00,REST_049,COUR_048,Gòtic,13.89,2.87,3.06,19,1,19,0,Delivered
GLV_001367,2026-06-06 15:33:00,REST_012,COUR_058,Gràcia,57.66,2.74,12.69,25,0,16,0,Delivered
GLV_001368,2026-06-03 17:42:00,REST_028,COUR_033,Sants,32.11,3.98,7.06,24,4,14,0,Delivered
GLV_001369,2026-06-06 11:11:00,REST_037,COUR_099,Poblenou,55.77,4.09,12.27,26,10,21,1,Delivered
GLV_001370,2026-06-01 17:17:00,REST_023,COUR_027,Sarrià,17.05,3.08,3.75,22,6,12,1,Delivered
GLV_001371,2026-06-03 22:55:00,REST_046,COUR_066,Poblenou,47.15,2.66,10.37,26,7,18,0,Delivered
GLV_001372,2026-06-02 13:16:00,REST_043,COUR_115,Gràcia,28.17,2.48,6.2,31,9,9,0,Delivered
GLV_001373,2026-06-02 20:07:00,REST_004,COUR_013,Sants,39.75,4.48,8.74,19,13,12,0,Delivered
GLV_001374,2026-06-02 13:23:00,REST_011,COUR_007,Gràcia,55.41,3.8,12.19,11,6,12,0,Delivered
GLV_001375,2026-06-07 18:18:00,REST_021,COUR_107,Poblenou,15.19,2.94,3.34,21,4,15,0,Delivered
GLV_001376,2026-06-04 06:35:00,REST_045,COUR_037,Eixample,42.79,4.47,9.41,10,6,11,0,Delivered
GLV_001377,2026-06-06 17:46:00,REST_028,COUR_100,Sarrià,44.52,2.08,9.79,21,6,10,0,Delivered
GLV_001378,2026-06-02 05:26:00,REST_011,COUR_002,Eixample,30.14,1.96,6.63,13,3,11,0,Delivered
GLV_001379,2026-06-06 09:49:00,REST_007,COUR_132,Sarrià,35.6,4.36,7.83,25,-2,13,1,Delivered
GLV_001380,2026-06-07 08:03:00,REST_016,COUR_145,Sants,57.13,1.83,12.57,15,5,17,0,Delivered
GLV_001381,2026-06-03 09:45:00,REST_014,COUR_051,Poblenou,0.0,0.0,0.0,21,0,0,0,Cancelled
GLV_001382,2026-06-04 15:28:00,REST_003,COUR_063,Poblenou,16.7,3.18,3.67,18,7,8,0,Delivered
GLV_001383,2026-06-06 12:42:00,REST_046,COUR_120,Sarrià,39.61,2.36,8.71,20,-1,16,0,Delivered
GLV_001384,2026-06-04 19:40:00,REST_028,COUR_081,Poblenou,39.12,4.31,8.61,29,6,14,0,Delivered
GLV_001385,2026-06-07 19:54:00,REST_014,COUR_143,Gòtic,39.52,2.25,8.69,34,13,20,0,Delivered
GLV_001386,2026-06-05 14:28:00,REST_035,COUR_020,Sants,26.48,1.8,5.83,20,8,16,0,Delivered
GLV_001387,2026-06-05 07:42:00,REST_002,COUR_068,Gràcia,56.74,1.65,12.48,17,4,8,0,Delivered
GLV_001388,2026-06-01 22:43:00,REST_041,COUR_130,Sarrià,19.09,3.85,4.2,13,1,14,0,Delivered
GLV_001389,2026-06-03 10:23:00,REST_047,COUR_146,Gràcia,53.2,3.21,11.7,26,8,8,0,Delivered
GLV_001390,2026-06-05 14:52:00,REST_032,COUR_131,Sarrià,19.91,4.1,4.38,32,6,15,0,Delivered
GLV_001391,2026-06-03 19:09:00,REST_015,COUR_011,Gòtic,20.26,3.81,4.46,28,9,9,0,Delivered
GLV_001392,2026-06-02 15:27:00,REST_043,COUR_098,Sants,55.75,4.34,12.27,22,12,12,0,Delivered
GLV_001393,2026-06-04 18:40:00,REST_029,COUR_098,Gòtic,55.84,3.0,12.28,23,6,14,0,Delivered
GLV_001394,2026-06-05 12:05:00,REST_027,COUR_076,Gòtic,63.98,2.05,14.08,25,5,17,0,Delivered
GLV_001395,2026-06-04 17:10:00,REST_011,COUR_125,Gòtic,59.72,3.32,13.14,10,2,13,0,Delivered
GLV_001396,2026-06-03 15:13:00,REST_012,COUR_131,Gràcia,38.7,4.04,8.51,27,0,15,0,Delivered
GLV_001397,2026-06-01 17:42:00,REST_041,COUR_051,Sants,46.19,1.67,10.16,13,6,11,0,Delivered
GLV_001398,2026-06-06 19:46:00,REST_001,COUR_120,Gràcia,28.96,1.74,6.37,31,0,14,0,Delivered
GLV_001399,2026-06-02 07:31:00,REST_007,COUR_126,Sarrià,50.75,2.11,11.17,32,10,16,0,Delivered
GLV_001400,2026-06-05 08:42:00,REST_043,COUR_020,Eixample,49.75,4.4,10.95,18,10,15,0,Delivered
GLV_001401,2026-06-01 20:38:00,REST_028,COUR_067,Gòtic,46.41,3.51,10.21,29,4,21,0,Delivered
GLV_001402,2026-06-01 18:27:00,REST_047,COUR_125,Poblenou,55.36,3.14,12.18,22,0,17,0,Delivered
GLV_001403,2026-06-03 18:11:00,REST_047,COUR_012,Gòtic,60.48,2.04,13.31,19,5,15,0,Delivered
GLV_001404,2026-06-07 15:56:00,REST_030,COUR_011,Eixample,53.43,2.36,11.75,18,8,19,0,Delivered
GLV_001405,2026-06-01 17:42:00,REST_042,COUR_029,Gràcia,61.12,3.08,13.45,13,4,21,0,Delivered
GLV_001406,2026-06-07 11:19:00,REST_031,COUR_130,Poblenou,41.13,3.02,9.05,30,2,20,0,Delivered
GLV_001407,2026-06-04 18:13:00,REST_027,COUR_043,Gràcia,52.06,3.47,11.45,24,8,19,0,Delivered
GLV_001408,2026-06-01 08:21:00,REST_013,COUR_128,Gràcia,50.76,2.42,11.17,26,1,18,1,Delivered
GLV_001409,2026-06-02 20:09:00,REST_018,COUR_078,Sarrià,63.68,4.14,14.01,24,11,16,0,Delivered
GLV_001410,2026-06-01 17:10:00,REST_028,COUR_040,Poblenou,43.8,1.54,9.64,19,10,19,0,Delivered
GLV_001411,2026-06-04 20:55:00,REST_050,COUR_083,Sants,22.05,1.66,4.85,11,8,21,0,Delivered
