order_id,order_placed_at,restaurant_id,courier_id,delivery_neighborhood,basket_value_euros,delivery_fee_euros,commission_euros,prep_time_minutes,courier_wait_minutes,travel_time_minutes,is_raining,order_status
GLV_001483,2026-06-02 18:36:00,REST_038,COUR_088,Gòtic,13.33,2.7,2.93,29,6,11,0,Delivered
GLV_001484,2026-06-05 12:54:00,REST_025,COUR_095,Eixample,63.96,3.08,14.07,11,3,10,0,Delivered
GLV_001485,2026-06-06 14:09:00,REST_028,COUR_142,Eixample,20.63,1.7,4.54,26,9,10,0,Delivered
GLV_001486,2026-06-05 14:54:00,REST_014,COUR_069,Gràcia,14.76,2.4,3.25,35,12,14,0,Delivered
GLV_001487,2026-06-01 21:00:00,REST_049,COUR_042,Sants,15.08,2.56,3.32,16,0,14,0,Delivered
GLV_001488,2026-06-02 10:35:00,REST_045,COUR_092,Gòtic,16.47,1.58,3.62,9,18,13,1,Delivered
GLV_001489,2026-06-07 13:50:00,REST_018,COUR_116,Poblenou,48.63,2.56,10.7,23,17,10,0,Delivered
GLV_001490,2026-06-05 08:07:00,REST_047,COUR_055,Gràcia,61.9,3.74,13.62,22,5,17,0,Delivered
GLV_001491,2026-06-07 20:18:00,REST_003,COUR_123,Gòtic,30.02,4.0,6.6,27,14,18,0,Delivered
GLV_001492,2026-06-05 16:07:00,REST_021,COUR_037,Sants,34.35,1.7,7.56,22,4,13,0,Delivered
GLV_001493,2026-06-03 18:17:00,REST_003,COUR_025,Sarrià,20.8,2.25,4.58,15,5,10,0,Delivered
GLV_001494,2026-06-01 14:10:00,REST_045,COUR_114,Gràcia,30.92,2.62,6.8,14,14,18,0,Delivered
GLV_001495,2026-06-03 07:35:00,REST_040,COUR_100,Gràcia,28.15,1.8,6.19,19,2,11,0,Delivered
GLV_001496,2026-06-05 12:02:00,REST_018,COUR_042,Poblenou,52.58,1.77,11.57,18,2,16,0,Delivered
GLV_001497,2026-06-06 16:34:00,REST_003,COUR_008,Gràcia,20.37,3.37,4.48,16,6,9,0,Delivered
GLV_001498,2026-06-02 19:17:00,REST_041,COUR_082,Poblenou,62.17,2.71,13.68,14,14,19,1,Delivered
GLV_001499,2026-06-03 18:31:00,REST_045,COUR_118,Gòtic,42.82,1.85,9.42,13,4,9,0,Delivered
GLV_001500,2026-06-03 12:47:00,REST_039,COUR_084,Sants,64.56,2.85,14.2,20,4,15,0,Delivered
GLV_001501,2026-06-05 21:27:00,REST_035,COUR_060,Sants,60.02,4.49,13.2,16,4,10,0,Delivered
GLV_001502,2026-06-01 08:57:00,REST_002,COUR_037,Poblenou,25.3,1.68,5.57,16,3,16,0,Delivered
GLV_001503,2026-06-03 07:44:00,REST_031,COUR_121,Eixample,0.0,0.0,0.0,23,0,0,0,Cancelled
GLV_001504,2026-06-03 13:52:00,REST_050,COUR_107,Gòtic,45.0,2.8,9.9,16,13,20,0,Delivered
GLV_001505,2026-06-04 06:26:00,REST_032,COUR_026,Eixample,21.4,3.61,4.71,24,4,11,0,Delivered
GLV_001506,2026-06-01 09:13:00,REST_028,COUR_041,Gòtic,13.25,4.29,2.92,19,2,14,0,Delivered
GLV_001507,2026-06-01 14:17:00,REST_037,COUR_046,Gràcia,14.92,4.04,3.28,31,14,18,0,Delivered
GLV_001508,2026-06-05 11:06:00,REST_015,COUR_083,Sarrià,28.15,2.39,6.19,20,7,11,1,Delivered
GLV_001509,2026-06-06 21:44:00,REST_002,COUR_071,Gòtic,60.1,3.77,13.22,17,2,17,0,Delivered
GLV_001510,2026-06-04 10:43:00,REST_016,COUR_051,Sarrià,21.74,2.96,4.78,14,5,14,0,Delivered
GLV_001511,2026-06-06 16:43:00,REST_036,COUR_125,Sarrià,64.73,2.25,14.24,25,4,17,0,Delivered
GLV_001512,2026-06-05 17:05:00,REST_036,COUR_074,Sants,33.73,2.0,7.42,21,7,13,0,Delivered
GLV_001513,2026-06-07 17:40:00,REST_022,COUR_049,Gràcia,22.1,3.01,4.86,13,5,11,0,Delivered
GLV_001514,2026-06-05 21:48:00,REST_029,COUR_062,Sarrià,45.68,1.56,10.05,21,5,11,0,Delivered
GLV_001515,2026-06-05 18:59:00,REST_019,COUR_127,Sants,40.06,2.23,8.81,23,16,14,1,Delivered
GLV_001516,2026-06-01 09:52:00,REST_036,COUR_092,Sarrià,35.26,3.9,7.76,21,3,15,0,Delivered
GLV_001517,2026-06-03 11:49:00,REST_032,COUR_022,Gòtic,39.26,1.9,8.64,24,6,12,0,Delivered
GLV_001518,2026-06-02 14:39:00,REST_041,COUR_110,Sants,39.15,3.3,8.61,14,11,20,0,Delivered
GLV_001519,2026-06-03 17:53:00,REST_030,COUR_012,Poblenou,46.52,3.73,10.23,23,8,16,0,Delivered
GLV_001520,2026-06-04 08:35:00,REST_018,COUR_065,Gòtic,51.03,3.5,11.23,16,4,12,0,Delivered
GLV_001521,2026-06-07 19:42:00,REST_010,COUR_003,Sants,26.92,2.63,5.92,28,12,12,0,Delivered
GLV_001522,2026-06-07 19:47:00,REST_032,COUR_060,Eixample,0.0,0.0,0.0,34,0,0,0,Cancelled
GLV_001523,2026-06-02 05:05:00,REST_020,COUR_149,Sarrià,22.5,2.11,4.95,11,3,17,0,Delivered
GLV_001524,2026-06-06 08:15:00,REST_017,COUR_010,Eixample,42.9,2.02,9.44,20,4,10,1,Delivered
GLV_001525,2026-06-01 07:45:00,REST_011,COUR_040,Gòtic,21.02,1.68,4.62,11,2,15,0,Delivered
GLV_001526,2026-06-07 17:12:00,REST_009,COUR_049,Eixample,26.73,2.8,5.88,20,2,12,0,Delivered
GLV_001527,2026-06-02 20:22:00,REST_044,COUR_006,Sants,42.15,4.04,9.27,29,11,18,1,Delivered
GLV_001528,2026-06-04 13:46:00,REST_016,COUR_024,Eixample,16.43,2.88,3.61,16,20,18,0,Delivered
GLV_001529,2026-06-04 13:52:00,REST_023,COUR_072,Sarrià,54.87,2.81,12.07,19,13,27,0,Delivered
GLV_001530,2026-06-07 20:14:00,REST_001,COUR_059,Eixample,42.22,4.03,9.29,34,18,27,0,Delivered
GLV_001531,2026-06-03 20:03:00,REST_030,COUR_072,Poblenou,34.11,4.09,7.5,31,7,11,0,Delivered
GLV_001532,2026-06-02 18:13:00,REST_050,COUR_060,Gòtic,27.02,2.53,5.94,10,6,9,0,Delivered
GLV_001533,2026-06-03 15:08:00,REST_041,COUR_070,Gòtic,50.9,2.27,11.2,11,1,14,0,Delivered
GLV_001534,2026-06-04 19:17:00,REST_036,COUR_098,Sarrià,63.16,1.61,13.9,26,19,19,0,Delivered
GLV_001535,2026-06-01 16:56:00,REST_026,COUR_142,Poblenou,21.86,3.44,4.81,15,6,12,0,Delivered
GLV_001536,2026-06-07 15:37:00,REST_031,COUR_086,Sarrià,16.69,3.58,3.67,24,14,16,1,Delivered
GLV_001537,2026-06-01 10:13:00,REST_036,COUR_107,Sarrià,58.74,2.55,12.92,22,4,14,0,Delivered
GLV_001538,2026-06-03 17:15:00,REST_039,COUR_130,Gòtic,47.74,4.35,10.5,17,6,16,0,Delivered
GLV_001539,2026-06-05 07:21:00,REST_022,COUR_009,Eixample,63.84,1.72,14.04,11,8,12,0,Delivered
GLV_001540,2026-06-02 13:30:00,REST_011,COUR_042,Sarrià,20.64,2.58,4.54,15,13,13,0,Delivered
GLV_001541,2026-06-05 06:08:00,REST_036,COUR_016,Gòtic,33.73,3.16,7.42,23,5,15,0,Delivered
GLV_001542,2026-06-07 14:58:00,REST_034,COUR_002,Sants,31.44,2.55,6.92,29,17,11,0,Delivered
GLV_001543,2026-06-07 17:00:00,REST_009,COUR_102,Gòtic,40.18,2.48,8.84,22,9,11,0,Delivered
GLV_001544,2026-06-07 11:52:00,REST_006,COUR_148,Gòtic,51.61,2.96,11.35,20,7,12,0,Delivered
GLV_001545,2026-06-06 07:22:00,REST_033,COUR_103,Gràcia,39.72,2.01,8.74,23,3,8,0,Delivered
GLV_001546,2026-06-04 16:58:00,REST_039,COUR_045,Sarrià,27.64,2.72,6.08,20,4,12,0,Delivered
GLV_001547,2026-06-03 12:47:00,REST_010,COUR_029,Sarrià,54.14,1.77,11.91,23,5,16,0,Delivered
GLV_001548,2026-06-02 14:56:00,REST_043,COUR_064,Gòtic,14.86,3.82,3.27,25,11,20,0,Delivered
GLV_001549,2026-06-06 19:18:00,REST_015,COUR_007,Poblenou,42.04,3.4,9.25,24,18,16,1,Delivered
GLV_001550,2026-06-03 07:53:00,REST_025,COUR_061,Gràcia,53.11,3.03,11.68,12,6,16,1,Delivered
GLV_001551,2026-06-01 22:53:00,REST_033,COUR_147,Sarrià,34.92,4.45,7.68,22,3,13,0,Delivered
GLV_001552,2026-06-01 19:28:00,REST_002,COUR_052,Gràcia,16.75,4.2,3.69,21,10,10,0,Delivered
GLV_001553,2026-06-04 12:49:00,REST_004,COUR_142,Sants,25.27,2.52,5.56,18,1,16,0,Delivered
GLV_001554,2026-06-02 20:14:00,REST_011,COUR_100,Sants,33.69,2.48,7.41,13,21,22,0,Delivered
GLV_001555,2026-06-03 11:47:00,REST_023,COUR_115,Gràcia,25.92,4.42,5.7,18,4,12,0,Delivered
GLV_001556,2026-06-07 17:38:00,REST_032,COUR_112,Eixample,45.82,2.38,10.08,24,3,13,0,Delivered
GLV_001557,2026-06-07 19:38:00,REST_037,COUR_058,Gràcia,23.33,1.75,5.13,31,14,19,1,Delivered
GLV_001558,2026-06-06 20:43:00,REST_004,COUR_114,Eixample,28.95,3.61,6.37,26,16,13,1,Delivered
GLV_001559,2026-06-04 14:32:00,REST_012,COUR_023,Gòtic,12.68,3.06,2.79,33,13,16,0,Delivered
GLV_001560,2026-06-06 10:34:00,REST_045,COUR_120,Sarrià,33.19,3.31,7.3,12,6,15,0,Delivered
GLV_001561,2026-06-06 14:48:00,REST_027,COUR_142,Poblenou,64.24,2.33,14.13,30,16,27,1,Delivered
GLV_001562,2026-06-07 08:08:00,REST_031,COUR_069,Gràcia,60.78,2.42,13.37,22,4,11,0,Delivered
GLV_001563,2026-06-07 15:53:00,REST_042,COUR_073,Sants,34.18,3.48,7.52,9,3,14,0,Delivered
GLV_001564,2026-06-05 12:41:00,REST_034,COUR_053,Sants,59.68,1.75,13.13,25,1,13,0,Delivered
GLV_001565,2026-06-04 12:21:00,REST_021,COUR_105,Gòtic,37.29,3.34,8.2,20,6,12,0,Delivered
GLV_001566,2026-06-02 14:52:00,REST_001,COUR_023,Gòtic,15.4,2.94,3.39,35,14,22,0,Delivered
GLV_001567,2026-06-03 18:32:00,REST_010,COUR_123,Sarrià,58.05,4.26,12.77,22,7,13,0,Delivered
GLV_001568,2026-06-05 19:11:00,REST_044,COUR_059,Sarrià,55.82,3.7,12.28,29,13,18,1,Delivered
GLV_001569,2026-06-02 18:53:00,REST_044,COUR_134,Sants,33.02,1.98,7.26,22,8,13,0,Delivered
GLV_001570,2026-06-03 18:31:00,REST_005,COUR_015,Poblenou,19.71,1.57,4.34,21,3,17,0,Delivered
GLV_001571,2026-06-01 09:11:00,REST_042,COUR_115,Gòtic,49.8,2.84,10.96,12,16,15,1,Delivered
GLV_001572,2026-06-03 08:46:00,REST_042,COUR_014,Eixample,58.41,4.02,12.85,13,6,17,0,Delivered
GLV_001573,2026-06-02 12:59:00,REST_032,COUR_001,Poblenou,54.7,4.37,12.03,23,5,15,0,Delivered
GLV_001574,2026-06-02 08:18:00,REST_026,COUR_052,Sants,45.35,3.87,9.98,17,8,14,0,Delivered
GLV_001575,2026-06-06 17:50:00,REST_035,COUR_138,Gòtic,56.63,2.69,12.46,22,7,9,0,Delivered
GLV_001576,2026-06-02 08:11:00,REST_040,COUR_029,Poblenou,29.21,3.43,6.43,24,4,16,0,Delivered
GLV_001577,2026-06-05 14:45:00,REST_017,COUR_100,Gràcia,50.14,3.84,11.03,21,17,10,0,Delivered
GLV_001578,2026-06-05 08:00:00,REST_036,COUR_020,Sarrià,19.84,3.0,4.36,23,4,11,0,Delivered
GLV_001579,2026-06-01 21:25:00,REST_048,COUR_118,Sarrià,36.42,4.42,8.01,14,8,12,0,Delivered
GLV_001580,2026-06-01 00:00:00,REST_042,COUR_056,Poblenou,38.03,1.61,8.37,8,6,11,0,Delivered
GLV_001581,2026-06-01 19:45:00,REST_041,COUR_095,Gòtic,26.35,1.51,5.8,17,13,10,0,Delivered
GLV_001582,2026-06-06 09:15:00,REST_034,COUR_101,Poblenou,18.65,2.11,4.1,23,8,10,0,Delivered
GLV_001583,2026-06-04 19:05:00,REST_042,COUR_066,Sants,57.46,2.6,12.64,13,15,17,0,Delivered
GLV_001584,2026-06-06 00:02:00,REST_002,COUR_035,Eixample,12.59,3.17,2.77,17,2,9,0,Delivered
GLV_001585,2026-06-07 18:03:00,REST_039,COUR_101,Sants,13.5,3.42,2.97,18,6,17,0,Delivered
GLV_001586,2026-06-05 08:26:00,REST_045,COUR_122,Gòtic,27.64,4.03,6.08,15,7,12,0,Delivered
GLV_001587,2026-06-04 07:52:00,REST_006,COUR_082,Gòtic,60.61,3.4,13.33,14,4,13,0,Delivered
GLV_001588,2026-06-07 07:49:00,REST_048,COUR_110,Gràcia,47.4,2.0,10.43,16,5,17,1,Delivered
GLV_001589,2026-06-07 08:22:00,REST_008,COUR_015,Poblenou,15.73,1.73,3.46,20,8,13,0,Delivered
GLV_001590,2026-06-05 22:15:00,REST_016,COUR_062,Sants,45.13,3.06,9.93,10,17,14,1,Delivered
GLV_001591,2026-06-03 16:40:00,REST_012,COUR_016,Poblenou,32.77,2.37,7.21,29,3,8,0,Delivered
GLV_001592,2026-06-07 16:14:00,REST_050,COUR_077,Gràcia,42.91,3.91,9.44,17,4,17,0,Delivered
GLV_001593,2026-06-07 08:51:00,REST_008,COUR_075,Eixample,15.92,4.16,3.5,22,2,10,0,Delivered
GLV_001594,2026-06-03 18:12:00,REST_005,COUR_115,Gràcia,16.44,3.74,3.62,18,17,14,1,Delivered
GLV_001595,2026-06-06 16:05:00,REST_017,COUR_016,Gòtic,60.41,4.1,13.29,16,3,8,0,Delivered
GLV_001596,2026-06-01 02:40:00,REST_039,COUR_119,Gòtic,40.13,3.31,8.83,21,3,17,0,Delivered
GLV_001597,2026-06-01 11:30:00,REST_001,COUR_022,Poblenou,60.24,3.69,13.25,24,20,15,1,Delivered
GLV_001598,2026-06-04 14:04:00,REST_041,COUR_115,Gòtic,64.0,2.77,14.08,14,17,12,0,Delivered
GLV_001599,2026-06-07 09:26:00,REST_001,COUR_133,Poblenou,28.14,4.5,6.19,26,6,16,0,Delivered
GLV_001600,2026-06-05 22:06:00,REST_007,COUR_097,Eixample,53.49,4.14,11.77,25,5,15,0,Delivered
GLV_001601,2026-06-04 13:21:00,REST_030,COUR_044,Gràcia,28.06,4.5,6.17,29,14,17,0,Delivered
GLV_001602,2026-06-02 08:00:00,REST_012,COUR_004,Gràcia,34.45,3.23,7.58,23,9,8,0,Delivered
GLV_001603,2026-06-05 10:56:00,REST_025,COUR_150,Gòtic,45.32,4.14,9.97,13,0,11,0,Delivered
GLV_001604,2026-06-06 19:32:00,REST_037,COUR_013,Gòtic,20.68,4.41,4.55,27,15,16,0,Delivered
GLV_001605,2026-06-05 14:35:00,REST_015,COUR_044,Poblenou,56.63,2.16,12.46,27,11,18,0,Delivered
GLV_001606,2026-06-01 23:34:00,REST_014,COUR_052,Sarrià,47.33,2.21,10.41,24,5,13,0,Delivered
GLV_001607,2026-06-06 20:00:00,REST_031,COUR_100,Poblenou,23.54,4.11,5.18,29,10,18,0,Delivered
GLV_001608,2026-06-07 09:23:00,REST_038,COUR_016,Gràcia,21.32,1.66,4.69,23,5,11,0,Delivered
GLV_001609,2026-06-02 19:14:00,REST_003,COUR_005,Gràcia,58.14,2.44,12.79,19,21,17,0,Delivered
GLV_001610,2026-06-01 09:57:00,REST_042,COUR_103,Sants,58.58,3.57,12.89,12,13,12,1,Delivered
GLV_001611,2026-06-02 19:32:00,REST_017,COUR_117,Gràcia,21.24,1.83,4.67,23,11,17,0,Delivered
GLV_001612,2026-06-03 08:14:00,REST_015,COUR_032,Sarrià,24.43,2.28,5.37,18,3,17,0,Delivered
GLV_001613,2026-06-06 13:57:00,REST_001,COUR_092,Gòtic,26.65,2.45,5.86,37,13,27,0,Delivered
GLV_001614,2026-06-07 20:00:00,REST_045,COUR_029,Gòtic,56.6,2.89,12.45,12,19,13,0,Delivered
GLV_001615,2026-06-03 08:24:00,REST_042,COUR_071,Gràcia,58.36,3.01,12.84,11,0,14,1,Delivered
GLV_001616,2026-06-06 20:12:00,REST_024,COUR_041,Gràcia,39.84,2.2,8.76,22,9,24,0,Delivered
GLV_001617,2026-06-01 16:13:00,REST_033,COUR_067,Sarrià,52.75,3.17,11.61,19,5,10,0,Delivered
GLV_001618,2026-06-03 12:51:00,REST_031,COUR_131,Gràcia,15.11,4.46,3.32,24,2,12,0,Delivered
GLV_001619,2026-06-06 08:08:00,REST_011,COUR_075,Gràcia,62.36,1.99,13.72,11,4,15,1,Delivered
GLV_001620,2026-06-03 14:45:00,REST_032,COUR_117,Sarrià,64.58,1.87,14.21,31,19,16,0,Delivered
GLV_001621,2026-06-06 18:35:00,REST_026,COUR_110,Sarrià,41.54,2.0,9.14,20,7,13,0,Delivered
GLV_001622,2026-06-04 19:18:00,REST_038,COUR_063,Gòtic,48.98,4.46,10.78,31,16,27,0,Delivered
GLV_001623,2026-06-03 14:09:00,REST_037,COUR_143,Gràcia,23.61,3.59,5.19,28,14,26,0,Delivered
GLV_001624,2026-06-04 12:51:00,REST_050,COUR_102,Gòtic,32.98,2.92,7.26,11,3,16,0,Delivered
GLV_001625,2026-06-05 18:34:00,REST_034,COUR_128,Sants,36.49,2.85,8.03,25,2,15,0,Delivered
GLV_001626,2026-06-02 11:49:00,REST_030,COUR_098,Gràcia,36.69,1.6,8.07,21,2,9,0,Delivered
GLV_001627,2026-06-05 08:55:00,REST_031,COUR_047,Poblenou,18.05,4.3,3.97,22,5,16,0,Delivered
GLV_001628,2026-06-05 13:48:00,REST_032,COUR_055,Gòtic,42.85,3.9,9.43,33,8,19,0,Delivered
GLV_001629,2026-06-06 19:54:00,REST_028,COUR_068,Eixample,28.65,2.67,6.3,22,15,14,0,Delivered
GLV_001630,2026-06-06 10:21:00,REST_050,COUR_008,Gràcia,27.89,2.0,6.14,9,1,16,0,Delivered
GLV_001631,2026-06-03 09:15:00,REST_013,COUR_018,Sarrià,42.73,3.34,9.4,24,5,12,0,Delivered
GLV_001632,2026-06-07 16:07:00,REST_049,COUR_067,Eixample,54.98,2.48,12.1,12,5,15,0,Delivered
GLV_001633,2026-06-01 14:23:00,REST_031,COUR_068,Gràcia,14.93,1.93,3.28,28,16,14,0,Delivered
GLV_001634,2026-06-06 08:17:00,REST_041,COUR_035,Gràcia,53.66,2.68,11.81,11,2,11,0,Delivered
GLV_001635,2026-06-05 12:07:00,REST_029,COUR_081,Eixample,56.44,2.5,12.42,21,4,8,0,Delivered
GLV_001636,2026-06-02 21:50:00,REST_043,COUR_035,Gòtic,22.83,3.3,5.02,20,8,15,0,Delivered
GLV_001637,2026-06-06 16:16:00,REST_027,COUR_077,Gràcia,62.29,3.6,13.7,22,12,11,1,Delivered
GLV_001638,2026-06-01 19:55:00,REST_015,COUR_102,Poblenou,30.75,1.96,6.76,29,14,17,0,Delivered
GLV_001639,2026-06-05 17:45:00,REST_024,COUR_038,Gòtic,27.69,2.56,6.09,15,1,13,0,Delivered
GLV_001640,2026-06-04 07:54:00,REST_033,COUR_128,Gràcia,33.31,1.69,7.33,19,3,13,0,Delivered
GLV_001641,2026-06-07 22:41:00,REST_031,COUR_005,Poblenou,57.54,3.06,12.66,24,4,14,0,Delivered
GLV_001642,2026-06-01 15:01:00,REST_045,COUR_125,Gràcia,49.45,3.47,10.88,14,5,17,0,Delivered
GLV_001643,2026-06-01 19:32:00,REST_045,COUR_006,Gràcia,22.98,4.29,5.06,17,10,13,1,Delivered
GLV_001644,2026-06-07 18:25:00,REST_003,COUR_148,Gòtic,43.22,2.81,9.51,18,3,14,0,Delivered
GLV_001645,2026-06-06 18:01:00,REST_031,COUR_105,Gràcia,53.57,2.02,11.79,25,0,14,0,Delivered
GLV_001646,2026-06-07 06:37:00,REST_032,COUR_094,Gràcia,60.92,2.11,13.4,27,5,14,0,Delivered
GLV_001647,2026-06-05 17:28:00,REST_026,COUR_111,Sarrià,51.31,1.78,11.29,18,4,9,0,Delivered
GLV_001648,2026-06-06 08:55:00,REST_046,COUR_052,Sarrià,43.67,1.8,9.61,16,7,9,0,Delivered
GLV_001649,2026-06-07 19:36:00,REST_034,COUR_037,Poblenou,64.77,3.42,14.25,29,11,20,1,Delivered
GLV_001650,2026-06-07 18:04:00,REST_004,COUR_039,Poblenou,17.67,2.41,3.89,15,2,11,0,Delivered
GLV_001651,2026-06-02 09:23:00,REST_039,COUR_065,Sarrià,61.88,2.9,13.61,20,8,8,0,Delivered
GLV_001652,2026-06-05 22:55:00,REST_007,COUR_109,Gràcia,46.78,2.77,10.29,26,17,17,1,Delivered
GLV_001653,2026-06-05 17:52:00,REST_007,COUR_034,Sants,28.57,2.05,6.29,26,7,8,0,Delivered
GLV_001654,2026-06-07 10:29:00,REST_025,COUR_060,Eixample,24.92,1.72,5.48,10,7,12,0,Delivered
GLV_001655,2026-06-02 17:48:00,REST_020,COUR_022,Gòtic,17.27,2.8,3.8,10,4,16,0,Delivered
GLV_001656,2026-06-01 20:51:00,REST_033,COUR_051,Gòtic,41.96,1.86,9.23,23,20,12,1,Delivered
GLV_001657,2026-06-06 12:53:00,REST_031,COUR_134,Gòtic,0.0,0.0,0.0,26,0,0,0,Cancelled
GLV_001658,2026-06-06 17:26:00,REST_039,COUR_059,Poblenou,56.07,1.69,12.34,22,6,14,0,Delivered
GLV_001659,2026-06-04 08:13:00,REST_001,COUR_098,Gràcia,26.09,2.83,5.74,22,5,14,0,Delivered
GLV_001660,2026-06-06 19:52:00,REST_036,COUR_084,Gòtic,28.11,1.65,6.18,33,18,11,0,Delivered
GLV_001661,2026-06-03 19:31:00,REST_020,COUR_085,Sarrià,62.55,1.5,13.76,15,10,14,0,Delivered
GLV_001662,2026-06-06 13:36:00,REST_035,COUR_124,Sarrià,54.03,3.92,11.89,23,18,14,0,Delivered
GLV_001663,2026-06-07 15:23:00,REST_028,COUR_100,Gòtic,0.0,0.0,0.0,22,0,0,0,Cancelled
GLV_001664,2026-06-06 08:05:00,REST_002,COUR_071,Gràcia,61.74,4.42,13.58,13,6,16,0,Delivered
GLV_001665,2026-06-06 12:37:00,REST_010,COUR_135,Eixample,17.41,3.04,3.83,26,6,10,1,Delivered
GLV_001666,2026-06-07 20:47:00,REST_017,COUR_007,Sarrià,42.58,2.64,9.37,22,14,13,0,Delivered
GLV_001667,2026-06-03 08:46:00,REST_048,COUR_092,Poblenou,52.93,1.76,11.64,14,5,8,0,Delivered
GLV_001668,2026-06-07 16:56:00,REST_036,COUR_077,Sarrià,52.26,3.08,11.5,17,4,14,0,Delivered
GLV_001669,2026-06-07 14:41:00,REST_030,COUR_114,Sarrià,27.15,4.37,5.97,26,10,10,0,Delivered
GLV_001670,2026-06-02 12:22:00,REST_009,COUR_031,Sarrià,57.1,2.17,12.56,20,3,14,0,Delivered
GLV_001671,2026-06-06 09:06:00,REST_008,COUR_028,Poblenou,29.78,4.11,6.55,20,4,10,0,Delivered
GLV_001672,2026-06-04 10:03:00,REST_019,COUR_066,Gòtic,56.96,4.18,12.53,18,6,9,0,Delivered
GLV_001673,2026-06-03 18:39:00,REST_010,COUR_053,Eixample,39.03,3.13,8.59,22,6,14,0,Delivered
GLV_001674,2026-06-07 20:47:00,REST_003,COUR_087,Poblenou,23.76,3.65,5.23,22,13,13,0,Delivered
GLV_001675,2026-06-01 12:11:00,REST_020,COUR_108,Gòtic,52.16,2.81,11.48,12,3,12,0,Delivered
GLV_001676,2026-06-05 12:32:00,REST_009,COUR_039,Gràcia,42.8,4.19,9.42,21,5,16,0,Delivered
GLV_001677,2026-06-05 17:42:00,REST_025,COUR_085,Eixample,14.23,2.81,3.13,10,8,15,0,Delivered
GLV_001678,2026-06-06 18:28:00,REST_044,COUR_077,Gòtic,59.3,1.83,13.05,23,6,10,0,Delivered
GLV_001679,2026-06-01 19:37:00,REST_005,COUR_005,Eixample,55.71,1.53,12.26,22,19,13,0,Delivered
GLV_001680,2026-06-02 08:47:00,REST_005,COUR_123,Poblenou,50.01,4.48,11.0,19,5,17,1,Delivered
GLV_001681,2026-06-03 05:01:00,REST_009,COUR_101,Gòtic,48.99,3.95,10.78,23,5,13,0,Delivered
GLV_001682,2026-06-02 10:35:00,REST_037,COUR_144,Eixample,21.35,3.75,4.7,23,3,14,0,Delivered
GLV_001683,2026-06-06 13:13:00,REST_021,COUR_108,Sarrià,57.07,3.66,12.56,29,17,19,0,Delivered
GLV_001684,2026-06-02 07:50:00,REST_021,COUR_060,Sarrià,39.5,2.35,8.69,22,6,15,0,Delivered
GLV_001685,2026-06-02 17:04:00,REST_008,COUR_090,Eixample,18.12,1.68,3.99,19,4,9,0,Delivered
GLV_001686,2026-06-05 14:20:00,REST_040,COUR_007,Gòtic,51.21,3.95,11.27,28,16,24,0,Delivered
GLV_001687,2026-06-03 18:56:00,REST_018,COUR_104,Gòtic,42.96,3.1,9.45,17,6,10,0,Delivered
GLV_001688,2026-06-07 16:00:00,REST_038,COUR_047,Eixample,0.0,0.0,0.0,23,0,0,0,Cancelled
GLV_001689,2026-06-04 14:19:00,REST_002,COUR_029,Poblenou,51.13,2.2,11.25,17,12,18,0,Delivered
GLV_001690,2026-06-04 07:17:00,REST_021,COUR_075,Gòtic,40.32,4.31,8.87,19,6,15,0,Delivered
GLV_001691,2026-06-02 09:25:00,REST_003,COUR_014,Eixample,62.94,2.66,13.85,17,4,14,0,Delivered
GLV_001692,2026-06-06 18:39:00,REST_031,COUR_084,Gràcia,0.0,0.0,0.0,23,0,0,0,Cancelled
GLV_001693,2026-06-04 17:17:00,REST_046,COUR_104,Gràcia,31.55,4.39,6.94,19,3,8,0,Delivered
GLV_001694,2026-06-07 20:44:00,REST_047,COUR_120,Gràcia,58.46,3.98,12.86,29,10,11,0,Delivered
GLV_001695,2026-06-04 21:56:00,REST_050,COUR_101,Eixample,29.39,4.29,6.47,12,23,9,1,Delivered
GLV_001696,2026-06-07 17:44:00,REST_009,COUR_061,Sants,52.9,2.76,11.64,22,7,12,0,Delivered
GLV_001697,2026-06-06 20:23:00,REST_009,COUR_102,Sants,48.95,2.34,10.77,27,17,17,0,Delivered
GLV_001698,2026-06-01 14:18:00,REST_024,COUR_108,Sants,27.13,4.13,5.97,26,18,21,1,Delivered
GLV_001699,2026-06-03 09:04:00,REST_010,COUR_004,Gràcia,39.95,4.48,8.79,22,4,15,0,Delivered
GLV_001700,2026-06-07 09:12:00,REST_035,COUR_020,Gòtic,63.8,2.3,14.04,22,4,8,0,Delivered
GLV_001701,2026-06-01 10:53:00,REST_002,COUR_069,Gràcia,40.76,3.31,8.97,12,2,10,0,Delivered
GLV_001702,2026-06-06 09:17:00,REST_014,COUR_132,Sarrià,20.49,4.06,4.51,25,5,13,0,Delivered
GLV_001703,2026-06-07 08:53:00,REST_013,COUR_066,Poblenou,26.59,2.27,5.85,21,3,17,0,Delivered
GLV_001704,2026-06-03 14:19:00,REST_015,COUR_032,Eixample,21.61,3.94,4.75,27,15,13,0,Delivered
GLV_001705,2026-06-07 00:46:00,REST_023,COUR_111,Gòtic,60.79,2.94,13.37,18,7,13,0,Delivered
GLV_001706,2026-06-06 07:38:00,REST_014,COUR_018,Gòtic,15.53,2.8,3.42,25,16,13,1,Delivered
GLV_001707,2026-06-01 18:20:00,REST_003,COUR_126,Sarrià,59.62,2.11,13.12,19,3,17,1,Delivered
